ID,age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
EXT300,18,Student,Mobile App,High,5,2309,1.903,Email Activity,No,Yes,No,No,No,1
EXT301,24,Student,Mobile App,High,3,1254,0.014,Phone Activity,No,No,No,No,No,0
EXT302,50,Professional,Mobile App,Medium,2,18,5.508,Email Activity,No,No,No,No,No,0
EXT303,58,Professional,Mobile App,Medium,0,0,0,Phone Activity,No,No,No,Yes,No,0
EXT304,41,Unemployed,Website,Medium,3,204,2.096,Website Activity,No,No,No,No,No,0
EXT305,56,Professional,Mobile App,High,5,1592,3.237,Email Activity,No,No,No,No,No,1
EXT306,48,Unemployed,Mobile App,Low,5,16,3.321,Website Activity,No,No,No,No,No,0
EXT307,56,Professional,Website,High,1,23,3.779,Website Activity,Yes,No,Yes,Yes,Yes,1
EXT308,38,Professional,Mobile App,High,2,2141,2.943,Email Activity,No,No,No,No,No,0
EXT309,40,Professional,Mobile App,Low,7,171,3.837,Website Activity,Yes,No,No,No,No,0
EXT310,56,Unemployed,Website,Medium,2,1748,3.523,Email Activity,No,No,No,No,No,0
EXT311,60,Professional,Mobile App,High,6,208,2.024,Email Activity,No,No,Yes,No,No,0
EXT312,49,Professional,Website,Medium,10,325,5.567,Email Activity,No,No,No,No,No,0
EXT313,55,Professional,Mobile App,High,3,325,3.825,Email Activity,No,No,No,No,No,0
EXT314,33,Professional,Mobile App,Medium,5,1544,1.832,Website Activity,No,No,No,Yes,No,0
EXT315,45,Professional,Mobile App,Medium,1,613,1.846,Email Activity,No,No,No,No,No,1
EXT316,58,Professional,Mobile App,Medium,4,1614,3.524,Email Activity,Yes,No,No,No,No,0
EXT317,33,Unemployed,Website,Medium,2,323,0.129,Email Activity,Yes,No,No,No,No,0
EXT318,60,Unemployed,Mobile App,High,1,66,2.199,Website Activity,No,No,No,No,No,0
EXT319,58,Professional,Website,Medium,5,1843,3.557,Email Activity,Yes,No,No,No,No,1
EXT320,21,Student,Website,Medium,5,2179,3.209,Email Activity,No,No,No,No,No,1
EXT321,62,Unemployed,Website,Medium,6,1946,2.21,Email Activity,No,No,Yes,No,No,1
EXT322,48,Professional,Mobile App,Medium,1,80,4.158,Email Activity,No,No,No,No,No,0
EXT323,58,Unemployed,Mobile App,High,2,2277,4.383,Email Activity,No,No,No,No,No,0
EXT324,59,Unemployed,Website,High,5,1769,1.965,Email Activity,No,No,No,No,No,1
EXT325,58,Professional,Website,Medium,5,1,6.032,Website Activity,No,No,No,Yes,No,0
EXT326,54,Unemployed,Mobile App,Medium,2,1519,3.138,Email Activity,No,No,Yes,No,No,0
EXT327,60,Professional,Website,High,2,2083,2.041,Phone Activity,No,No,No,Yes,No,1
EXT328,60,Professional,Mobile App,Medium,2,46,7.725,Phone Activity,No,No,No,No,No,0
EXT329,23,Student,Website,High,6,1622,2.076,Email Activity,No,No,No,No,No,0
EXT330,44,Unemployed,Mobile App,High,4,75,3.699,Website Activity,No,No,No,No,No,0
EXT331,51,Professional,Mobile App,Medium,3,284,0.345,Website Activity,No,No,No,Yes,No,0
EXT332,56,Professional,Mobile App,High,2,2076,0.303,Email Activity,No,No,No,No,No,0
EXT333,51,Professional,Website,Medium,4,1827,8.696,Phone Activity,No,No,No,No,No,0
EXT334,60,Unemployed,Mobile App,Medium,9,2066,2.047,Phone Activity,No,No,No,Yes,No,0
EXT335,46,Professional,Mobile App,Medium,2,363,2.814,Email Activity,No,No,No,No,No,0
EXT336,23,Student,Mobile App,High,8,477,3.686,Phone Activity,No,No,No,No,No,0
EXT337,62,Unemployed,Website,High,2,328,3.615,Email Activity,No,No,No,No,No,0
EXT338,55,Professional,Mobile App,Medium,5,272,5.455,Email Activity,No,No,Yes,No,No,0
EXT339,54,Unemployed,Mobile App,High,5,1899,8.768,Email Activity,No,No,No,No,No,0
EXT340,34,Professional,Website,High,7,1508,3.723,Email Activity,No,No,No,No,No,1
EXT341,51,Professional,Mobile App,High,8,1554,2.209,Website Activity,Yes,No,No,No,No,0
EXT342,22,Student,Mobile App,Medium,2,2122,3.826,Phone Activity,No,No,No,No,No,0
EXT343,39,Unemployed,Website,Medium,3,44,1.939,Website Activity,No,No,No,No,No,0
EXT344,52,Professional,Mobile App,Medium,1,58,5.204,Email Activity,No,No,No,No,No,0
EXT345,59,Unemployed,Website,High,5,1571,3.628,Email Activity,No,No,No,No,No,1
EXT346,60,Unemployed,Website,Low,7,282,2.073,Email Activity,No,No,No,No,No,0
EXT347,51,Professional,Website,High,1,444,2.192,Website Activity,No,No,No,No,No,1
EXT348,22,Student,Website,High,8,1514,7.41,Phone Activity,No,No,No,Yes,No,0
EXT349,56,Professional,Website,High,3,474,3.872,Phone Activity,No,No,No,Yes,No,1
EXT350,19,Student,Website,High,1,264,2.187,Website Activity,Yes,No,No,No,No,0
EXT351,54,Professional,Mobile App,High,3,251,2.111,Email Activity,No,No,No,Yes,No,0
EXT352,60,Unemployed,Website,High,2,62,6.256,Email Activity,No,Yes,Yes,No,No,0
EXT353,48,Unemployed,Mobile App,High,3,314,8.19,Phone Activity,No,No,No,No,No,0
EXT354,34,Unemployed,Website,High,7,419,3.392,Phone Activity,No,No,No,No,No,1
EXT355,59,Professional,Website,High,3,1366,2.73,Email Activity,No,No,No,No,No,1
EXT356,36,Professional,Website,Medium,0,0,0,Email Activity,No,No,No,No,No,0
EXT357,58,Unemployed,Mobile App,High,2,1956,0.313,Email Activity,No,No,No,No,No,0
EXT358,35,Professional,Website,Medium,4,935,3.362,Website Activity,No,No,No,No,No,1
EXT359,56,Unemployed,Website,High,1,39,2.205,Phone Activity,No,No,No,No,No,1
EXT360,58,Unemployed,Mobile App,Medium,4,406,2.207,Website Activity,No,No,No,No,No,0
EXT361,61,Unemployed,Mobile App,High,5,265,8.499,Email Activity,No,No,No,No,No,0
EXT362,59,Professional,Website,Medium,5,85,3.567,Email Activity,No,No,No,Yes,No,0
EXT363,40,Unemployed,Website,Medium,1,12,0.225,Website Activity,No,No,No,No,No,0
EXT364,32,Unemployed,Website,Medium,3,2257,3.609,Website Activity,No,No,No,No,No,1
EXT365,44,Unemployed,Website,Medium,1,429,5.084,Website Activity,No,No,No,Yes,No,0
EXT366,57,Professional,Mobile App,High,6,583,2.049,Website Activity,No,No,No,No,No,0
EXT367,59,Professional,Website,High,2,1901,0.346,Email Activity,No,No,No,No,No,1
EXT368,54,Unemployed,Mobile App,High,1,342,1.628,Phone Activity,Yes,No,No,No,No,0
EXT369,58,Professional,Mobile App,High,7,198,1.703,Website Activity,No,No,No,No,No,0
EXT370,19,Student,Mobile App,Medium,6,352,5.11,Website Activity,No,No,No,No,No,0
EXT371,56,Professional,Website,High,3,2246,3.758,Phone Activity,Yes,No,No,No,No,1
EXT372,56,Unemployed,Website,Medium,2,73,2.067,Email Activity,No,No,No,No,No,0
EXT373,55,Unemployed,Mobile App,High,4,33,3.778,Email Activity,No,Yes,No,No,No,0
EXT374,43,Professional,Mobile App,Medium,1,85,3.54,Email Activity,No,No,No,No,No,0
EXT375,23,Student,Website,Medium,4,48,5.636,Website Activity,No,No,No,No,No,0
EXT376,34,Professional,Website,High,2,81,4.004,Website Activity,No,No,No,No,No,0
EXT377,22,Student,Mobile App,Medium,5,390,2.211,Email Activity,No,No,Yes,Yes,No,0
EXT378,45,Unemployed,Website,Medium,2,1037,2.123,Phone Activity,No,No,No,No,No,0
EXT379,53,Professional,Website,Medium,1,15,3.625,Phone Activity,No,No,No,No,No,0
EXT380,56,Professional,Mobile App,Medium,4,2257,2.067,Website Activity,No,No,Yes,No,No,0
EXT381,57,Professional,Mobile App,Medium,8,582,2.162,Phone Activity,No,No,No,No,No,0
EXT382,60,Professional,Website,Medium,14,238,2.201,Email Activity,Yes,No,No,No,No,0
EXT383,49,Professional,Mobile App,Medium,4,1828,3.918,Email Activity,No,No,No,No,No,0
EXT384,33,Professional,Mobile App,High,2,160,3.644,Phone Activity,No,No,No,Yes,No,0
EXT385,58,Unemployed,Mobile App,High,2,204,2.273,Phone Activity,No,No,No,No,No,0
EXT386,24,Student,Mobile App,High,2,1811,2.078,Email Activity,No,No,No,No,No,0
EXT387,52,Professional,Website,Medium,3,132,3.64,Phone Activity,No,No,No,Yes,No,0
EXT388,58,Unemployed,Website,Medium,9,424,0.263,Email Activity,No,No,No,No,No,1
EXT389,28,Professional,Mobile App,High,11,884,2.079,Phone Activity,Yes,No,No,No,Yes,1
EXT390,57,Professional,Mobile App,High,1,582,2.197,Email Activity,No,No,No,Yes,No,0
EXT391,60,Professional,Mobile App,Medium,3,223,3.617,Email Activity,No,No,No,No,No,0
EXT392,63,Unemployed,Website,High,1,477,3.418,Email Activity,No,No,No,No,No,1
EXT393,19,Student,Mobile App,Medium,2,2109,3.721,Phone Activity,No,No,No,No,No,0
EXT394,63,Unemployed,Website,High,4,2279,0.213,Website Activity,No,No,No,No,No,1
EXT395,48,Unemployed,Mobile App,Medium,6,1533,2.195,Email Activity,No,No,No,Yes,No,0
EXT396,57,Professional,Website,High,6,54,2.175,Website Activity,No,No,Yes,No,No,1
EXT397,43,Unemployed,Website,High,2,72,2.678,Email Activity,No,No,No,No,No,0
EXT398,57,Professional,Mobile App,High,2,2152,3.613,Website Activity,No,No,No,No,No,0
EXT399,41,Professional,Website,Medium,4,693,3.455,Website Activity,No,No,No,No,No,1
EXT400,32,Professional,Mobile App,High,2,1912,0.119,Phone Activity,No,No,Yes,No,No,0
EXT401,59,Unemployed,Mobile App,High,0,0,0,Email Activity,No,No,No,No,No,0
EXT402,59,Unemployed,Website,High,6,404,4.157,Email Activity,No,No,Yes,No,No,0
EXT403,60,Professional,Mobile App,Medium,5,409,2.225,Email Activity,No,No,No,No,No,0
EXT404,56,Professional,Mobile App,Medium,2,1622,3.741,Email Activity,No,Yes,No,No,No,0
EXT405,46,Professional,Website,High,3,548,3.608,Email Activity,No,No,No,No,No,1
EXT406,20,Student,Website,Medium,3,76,5.131,Phone Activity,No,No,Yes,No,No,0
EXT407,35,Professional,Mobile App,Medium,4,361,1.77,Website Activity,No,No,No,No,No,0
EXT408,59,Professional,Website,High,3,55,1.765,Email Activity,No,No,No,No,No,0
EXT409,38,Unemployed,Website,Medium,6,114,2.24,Phone Activity,No,No,No,No,No,0
EXT410,32,Unemployed,Website,High,1,310,2.118,Phone Activity,No,No,No,No,No,0
EXT411,44,Professional,Mobile App,Medium,12,89,3.833,Phone Activity,No,Yes,No,No,No,0
EXT412,53,Unemployed,Website,High,1,300,1.742,Website Activity,No,No,Yes,No,No,1
EXT413,32,Unemployed,Mobile App,Medium,5,2210,2.653,Email Activity,No,No,No,No,No,1
EXT414,56,Professional,Website,Medium,6,2191,2.254,Email Activity,No,Yes,No,No,No,1
EXT415,55,Professional,Website,High,5,443,4.862,Email Activity,No,No,No,Yes,No,1
EXT416,58,Professional,Mobile App,High,7,58,8.229,Email Activity,No,No,No,No,No,0
EXT417,50,Professional,Website,Medium,2,422,0.04,Email Activity,No,No,Yes,No,No,1
EXT418,59,Professional,Website,High,14,1799,5.301,Email Activity,No,No,No,No,No,1
EXT419,59,Professional,Mobile App,Medium,3,375,3.657,Email Activity,No,No,No,No,No,0
EXT420,21,Student,Website,Medium,2,2231,3.486,Email Activity,No,No,No,Yes,No,0
EXT421,24,Student,Mobile App,Medium,1,256,1.976,Email Activity,Yes,No,No,No,No,0
EXT422,35,Unemployed,Website,High,5,343,3.397,Email Activity,No,No,No,No,No,0
EXT423,19,Student,Website,High,0,0,0,Email Activity,No,No,No,No,No,1
EXT424,20,Student,Mobile App,High,3,6,5.701,Email Activity,No,No,No,No,No,0
EXT425,57,Professional,Website,Medium,7,1975,2.151,Email Activity,No,No,No,No,No,1
EXT426,57,Unemployed,Mobile App,Medium,7,2171,2.154,Email Activity,No,No,No,No,No,0
EXT427,63,Unemployed,Website,High,4,581,2.21,Email Activity,No,No,No,No,No,0
EXT428,58,Professional,Website,High,5,1828,2.175,Email Activity,No,No,No,No,No,1
EXT429,38,Unemployed,Mobile App,High,2,348,2.102,Email Activity,No,No,No,No,No,0
EXT430,56,Professional,Mobile App,Medium,2,298,4.085,Website Activity,No,No,No,Yes,No,0
EXT431,31,Professional,Website,High,2,636,4.496,Phone Activity,No,No,No,No,No,1
EXT432,30,Professional,Mobile App,Medium,1,401,4.196,Phone Activity,No,No,No,No,No,0
EXT433,21,Student,Mobile App,Medium,0,0,0,Email Activity,No,No,No,No,No,0
EXT434,51,Professional,Website,Medium,2,82,3.079,Website Activity,No,No,No,No,No,0
EXT435,56,Professional,Website,High,2,188,1.1,Phone Activity,No,No,Yes,No,No,1
EXT436,49,Professional,Mobile App,Medium,4,2314,5.467,Email Activity,No,No,No,Yes,Yes,1
EXT437,52,Professional,Website,High,7,15,4.382,Email Activity,No,No,No,No,No,1
EXT438,63,Unemployed,Mobile App,Medium,1,390,2.468,Email Activity,Yes,No,No,No,No,0
EXT439,56,Unemployed,Mobile App,Medium,7,242,5.552,Email Activity,Yes,No,No,No,No,0
EXT440,41,Professional,Mobile App,High,8,88,0.187,Email Activity,No,No,No,No,No,0
EXT441,55,Professional,Website,High,6,207,5.625,Website Activity,No,No,No,No,No,0
EXT442,57,Professional,Mobile App,High,2,131,2.219,Website Activity,No,No,Yes,No,No,0
EXT443,38,Professional,Website,High,2,63,5.565,Phone Activity,No,No,No,No,No,1
EXT444,59,Professional,Website,High,0,0,0,Email Activity,No,No,No,No,No,0
EXT445,51,Professional,Website,Medium,1,708,3.814,Email Activity,No,No,Yes,No,No,1
EXT446,49,Professional,Mobile App,Medium,1,958,4.034,Email Activity,No,No,Yes,No,No,0
EXT447,42,Professional,Website,Medium,3,398,2.125,Website Activity,No,No,No,No,No,0
EXT448,59,Unemployed,Website,High,2,198,0.189,Phone Activity,Yes,No,No,No,No,1
EXT449,60,Unemployed,Mobile App,Medium,11,89,2.144,Website Activity,No,No,No,No,No,0
EXT450,58,Professional,Website,Medium,2,54,2.136,Phone Activity,Yes,No,No,No,No,0
EXT451,49,Unemployed,Mobile App,Medium,5,6,1.411,Email Activity,No,No,No,Yes,No,0
EXT452,58,Professional,Website,High,0,0,0,Phone Activity,No,No,No,No,No,1
EXT453,24,Student,Mobile App,Low,24,137,6.814,Email Activity,No,No,No,No,No,0
EXT454,53,Professional,Mobile App,Medium,9,2204,3.563,Email Activity,No,No,No,No,No,1
EXT455,60,Professional,Mobile App,High,2,1723,2.649,Website Activity,No,No,Yes,No,No,0
EXT456,23,Student,Website,Medium,4,367,1.846,Email Activity,No,No,No,No,No,0
EXT457,54,Professional,Mobile App,Medium,4,209,2.124,Email Activity,No,No,No,No,No,0
EXT458,34,Professional,Website,Medium,2,1,0.254,Email Activity,No,No,Yes,No,No,0
EXT459,51,Professional,Website,High,13,175,3.675,Email Activity,No,No,No,No,No,1
EXT460,55,Professional,Website,Medium,9,2310,2.074,Email Activity,Yes,No,No,No,No,1
EXT461,61,Unemployed,Website,High,7,389,0.146,Website Activity,No,No,No,Yes,No,0
EXT462,32,Unemployed,Website,High,2,325,2.115,Email Activity,No,No,No,No,No,0
EXT463,59,Professional,Mobile App,High,2,68,5.206,Email Activity,No,No,No,No,No,0
EXT464,32,Unemployed,Mobile App,High,0,0,0,Email Activity,No,No,No,No,No,0
EXT465,57,Professional,Website,Medium,5,381,7.813,Email Activity,No,No,No,No,No,0
EXT466,58,Professional,Website,High,4,68,6.667,Website Activity,No,Yes,No,No,No,0
EXT467,57,Professional,Website,High,5,586,5.746,Email Activity,No,No,No,No,No,1
EXT468,21,Student,Website,Medium,3,1729,2.043,Website Activity,No,No,No,No,No,0
EXT469,50,Professional,Website,High,1,66,5.391,Website Activity,No,No,No,No,No,1
EXT470,48,Professional,Mobile App,High,1,758,2.197,Phone Activity,No,No,No,No,No,0
EXT471,57,Professional,Website,High,2,144,2.106,Website Activity,No,No,No,No,No,1
EXT472,59,Professional,Website,High,2,81,3.06,Email Activity,No,No,No,No,No,0
EXT473,24,Student,Mobile App,High,1,1661,9.1,Email Activity,Yes,No,Yes,Yes,No,0
EXT474,52,Unemployed,Mobile App,High,1,255,2.157,Email Activity,No,No,Yes,No,No,0
EXT475,37,Professional,Website,Medium,1,299,2.178,Website Activity,No,No,No,Yes,No,0
EXT476,60,Professional,Mobile App,High,5,1950,2.598,Website Activity,No,No,No,No,No,0
EXT477,58,Professional,Website,Medium,1,353,3.413,Website Activity,No,No,No,No,No,0
EXT478,20,Student,Website,High,4,66,2.003,Website Activity,No,No,No,No,No,0
EXT479,44,Professional,Mobile App,High,0,0,0,Email Activity,Yes,No,No,No,No,0
EXT480,60,Professional,Mobile App,Medium,15,2042,3.003,Email Activity,No,No,Yes,No,No,0
EXT481,23,Student,Mobile App,Medium,7,1481,3.219,Phone Activity,No,No,No,No,No,0
EXT482,50,Unemployed,Website,High,2,556,3.736,Website Activity,No,No,No,No,No,0
EXT483,59,Professional,Mobile App,High,11,346,0.092,Email Activity,No,No,No,No,No,0
EXT484,20,Student,Website,High,0,0,0,Email Activity,No,No,No,Yes,No,1
EXT485,59,Professional,Website,Medium,6,1744,3.223,Email Activity,No,No,No,No,No,1
EXT486,48,Professional,Mobile App,Medium,6,2174,1.657,Email Activity,No,No,No,No,No,0
EXT487,60,Professional,Mobile App,Medium,7,1926,3.452,Phone Activity,No,No,No,No,No,0
EXT488,34,Unemployed,Website,Medium,5,27,5.348,Phone Activity,No,No,No,Yes,No,0
EXT489,49,Professional,Mobile App,High,6,2089,2.104,Email Activity,No,No,No,No,No,0
EXT490,53,Professional,Website,High,3,2047,3.367,Email Activity,No,No,No,No,No,1
EXT491,45,Unemployed,Website,High,4,355,6.749,Email Activity,No,No,No,No,No,0
EXT492,44,Unemployed,Website,Medium,1,304,2.143,Website Activity,No,No,No,No,No,0
EXT493,21,Student,Mobile App,Medium,1,80,2.205,Email Activity,No,No,No,Yes,No,0
EXT494,42,Professional,Mobile App,High,2,43,3.044,Email Activity,No,No,No,No,No,0
EXT495,43,Unemployed,Mobile App,Medium,2,81,6.846,Phone Activity,No,No,No,Yes,No,0
EXT496,56,Professional,Website,High,2,577,0.193,Email Activity,Yes,No,No,No,No,1
EXT497,57,Unemployed,Mobile App,Medium,2,284,3.055,Phone Activity,No,No,No,No,No,0
EXT498,56,Professional,Mobile App,Medium,8,2310,2.229,Phone Activity,No,No,Yes,No,No,0
EXT499,29,Professional,Mobile App,High,1,2145,0.232,Phone Activity,Yes,No,No,No,No,0
EXT500,62,Unemployed,Website,High,2,1676,2.182,Email Activity,No,No,No,No,No,0
EXT501,25,Student,Mobile App,High,9,265,4.006,Email Activity,No,No,No,No,No,0
EXT502,58,Professional,Website,High,2,1908,3.794,Website Activity,Yes,No,No,No,No,1
EXT503,27,Professional,Website,Medium,2,72,2.823,Phone Activity,No,No,No,No,No,0
EXT504,59,Professional,Mobile App,High,2,390,3.277,Phone Activity,No,No,No,No,No,0
EXT505,59,Unemployed,Website,Medium,2,323,2.214,Email Activity,No,No,No,No,No,0
EXT506,57,Professional,Website,Medium,2,325,3.39,Phone Activity,No,Yes,No,No,No,0
EXT507,32,Unemployed,Website,Medium,1,1452,5.107,Phone Activity,No,No,No,No,No,0
EXT508,60,Unemployed,Mobile App,High,6,48,3.684,Phone Activity,No,No,No,No,No,0
EXT509,55,Professional,Website,Medium,9,218,0.323,Website Activity,No,No,No,No,No,0
EXT510,24,Student,Mobile App,Medium,30,388,3.566,Website Activity,No,No,No,No,No,0
EXT511,30,Professional,Website,Medium,5,1962,6.493,Phone Activity,Yes,No,No,No,No,1
EXT512,55,Unemployed,Mobile App,Medium,3,314,2.2,Website Activity,No,No,No,No,No,0
EXT513,19,Student,Website,Medium,3,582,3.741,Phone Activity,Yes,No,No,No,No,0
EXT514,52,Professional,Website,Medium,4,1969,3.965,Email Activity,No,No,No,No,No,1
EXT515,59,Unemployed,Website,Low,2,556,2.901,Phone Activity,No,No,No,No,No,0
EXT516,43,Professional,Website,Medium,1,202,0.219,Phone Activity,No,No,No,No,No,0
EXT517,33,Professional,Website,Medium,2,1585,3.379,Website Activity,Yes,No,No,No,No,0
EXT518,57,Professional,Website,High,8,2537,0.155,Email Activity,No,No,No,No,No,1
EXT519,32,Unemployed,Mobile App,High,3,853,3.206,Email Activity,No,No,No,No,No,0
EXT520,53,Professional,Mobile App,Medium,5,239,4.478,Email Activity,No,No,No,Yes,No,0
EXT521,32,Professional,Mobile App,Medium,13,360,2.174,Email Activity,No,No,No,No,No,0
EXT522,45,Unemployed,Mobile App,Medium,9,1586,7.207,Phone Activity,No,No,No,No,No,0
EXT523,19,Student,Website,Medium,7,280,3.466,Phone Activity,Yes,No,Yes,No,No,0
EXT524,45,Professional,Mobile App,High,4,81,7.466,Website Activity,No,No,No,No,No,0
EXT525,59,Unemployed,Mobile App,High,6,1787,2.74,Email Activity,No,No,No,No,No,1
EXT526,56,Professional,Website,High,4,299,2.127,Website Activity,No,No,No,No,No,1
EXT527,21,Student,Mobile App,Medium,2,1635,0.025,Email Activity,No,No,No,No,No,0
EXT528,32,Professional,Mobile App,Medium,1,216,2.129,Phone Activity,No,No,No,No,No,0
EXT529,20,Student,Website,High,1,42,2.244,Email Activity,No,No,No,No,No,0
EXT530,26,Professional,Mobile App,Medium,2,1563,2.128,Phone Activity,No,No,No,Yes,No,0
EXT531,19,Student,Mobile App,High,3,294,2.17,Website Activity,No,No,Yes,No,No,0
EXT532,48,Professional,Website,Medium,2,307,3.225,Email Activity,No,No,No,No,No,0
EXT533,49,Unemployed,Mobile App,High,3,1888,1.973,Phone Activity,No,No,Yes,Yes,No,0
EXT534,58,Unemployed,Website,High,3,2086,1.995,Website Activity,No,No,No,No,No,1
EXT535,52,Professional,Mobile App,Medium,4,612,0.23,Phone Activity,No,No,No,No,No,0
EXT536,62,Unemployed,Website,Medium,3,357,4.432,Email Activity,No,No,No,No,No,0
EXT537,56,Professional,Website,Medium,2,1736,2.062,Email Activity,No,No,No,No,No,1
EXT538,41,Professional,Mobile App,Medium,1,1421,2.639,Phone Activity,No,No,No,No,No,0
EXT539,59,Professional,Website,Medium,7,24,3.557,Email Activity,Yes,No,No,No,No,0
EXT540,59,Professional,Mobile App,High,2,64,5.563,Phone Activity,Yes,No,No,No,No,0
EXT541,58,Professional,Mobile App,Medium,3,13,2.529,Website Activity,No,No,No,Yes,No,0
EXT542,51,Unemployed,Website,High,4,2029,0.032,Email Activity,No,No,No,No,No,0
